frequency[Hz],flange_omega_z[rad/s],flange_alpha_z[rad/s2],cycloid_acc_xy[m/s2]
2.762294247694369005e+03,2.462865024179638025e-08,3.679466778309556070e-04,8.555988492761401609e-03
2.763470693285380094e+03,2.032742196744985675e-08,3.667759060597755041e-04,7.201013101252832539e-03
2.764647138876391182e+03,1.543348407542544049e-08,2.470503736039369189e-04,1.588598407214305425e-02
2.765823584467402725e+03,9.889523344857388994e-09,9.583197908526454810e-05,1.110521249516740507e-02
2.767000030058413813e+03,1.541486712635010150e-08,1.157905617821204848e-04,7.515595961634914841e-03
2.768176475649424901e+03,2.958865226496146252e-09,3.018617430131778417e-04,4.078254384065377498e-03
2.769352921240436444e+03,3.110982730469559152e-08,5.173346012657894805e-04,5.748572239576721712e-03
2.770529366831447533e+03,2.056271558478667837e-08,9.219719429864656050e-05,8.818959167855560527e-03
2.771705812422458621e+03,2.067909311892612169e-08,3.390246779718904865e-04,1.988571178919942839e-02
2.772882258013470164e+03,3.572299133707170772e-08,4.198155900686596016e-04,1.757115459054930592e-02
2.774058703604481252e+03,1.234133767653245382e-08,7.343296337921552419e-05,9.285781265365137746e-03
2.775235149195492340e+03,2.743698927449620292e-08,2.717630379453281472e-04,1.119217047983155772e-02
2.776411594786503883e+03,1.404965964167572410e-08,1.141248817406822114e-04,1.750345275691412086e-02
2.777588040377514972e+03,3.146860310166103785e-08,4.732431548957216649e-04,1.505030971219119620e-02
2.778764485968526060e+03,3.338451305249729330e-08,5.182834262162838625e-04,7.898561676088509953e-03
2.779940931559537148e+03,2.146831500583408027e-08,3.245883783983258058e-04,1.380326517085444724e-02
2.781117377150548691e+03,1.130150438221385169e-08,2.238661368222333943e-04,2.043060785118307535e-02
2.782293822741559779e+03,1.559465112379182006e-08,1.126746455243528153e-04,2.148350330809983832e-02
2.783470268332570868e+03,2.270732801019420177e-08,3.577530369634845616e-04,2.226915411816907456e-02
2.784646713923582411e+03,3.625015348552206997e-09,1.999836172676184610e-04,1.858885932274107269e-02
2.785823159514593499e+03,2.150650195348687846e-08,2.602365434432995909e-04,1.456580419282454096e-02
2.786999605105604587e+03,8.994211814114067668e-09,3.877430766068078291e-04,9.444200318375251327e-03
2.788176050696616130e+03,1.519539747215617155e-08,2.329932370287342562e-04,4.731170092964913365e-03
2.789352496287627218e+03,2.566377367809010618e-08,1.988863608121340830e-04,2.449257354694241249e-03
2.790528941878638307e+03,1.891726721938829206e-08,2.318382027442283326e-04,2.557437082303478347e-03
2.791705387469649850e+03,1.899702448714415497e-08,1.030383055907744042e-04,2.465992668360495604e-03
2.792881833060660938e+03,2.144807953067886672e-08,2.915457148066661567e-04,4.819085384796781973e-03
2.794058278651672026e+03,7.375677284762325485e-09,3.559102827338368573e-04,9.412107048370484119e-03
2.795234724242683114e+03,2.139228724466702133e-08,2.117093861967057748e-04,6.813602788247542959e-03
2.796411169833694657e+03,2.271597387109039461e-08,2.097706717352308269e-04,1.033917721942486994e-03
2.797587615424705746e+03,1.053208392418853944e-08,8.992518387683487761e-05,6.254878640106444586e-03
2.798764061015716834e+03,1.782935618260448247e-08,1.316184836359548377e-04,6.016695020427635134e-03
2.799940506606728377e+03,3.831281368235462175e-09,2.381118111984649249e-04,8.888416752050288042e-03
2.801116952197739465e+03,2.523059234152941344e-08,2.669764095976835021e-04,6.666224152368440889e-03
2.802293397788750553e+03,2.464084826049675739e-08,1.723292245327055891e-04,3.716749320590882061e-03
2.803469843379762096e+03,1.810200777305717043e-08,9.034827948201623442e-05,8.226180745898249019e-03
2.804646288970773185e+03,1.849147992982559416e-08,9.981609383496842204e-05,6.368869529814321848e-03
2.805822734561784273e+03,2.748811005384261845e-08,3.324352333200493816e-04,3.873655388650350771e-03
2.806999180152795816e+03,4.367595586750968654e-08,5.206753434058289040e-04,3.635185948601287343e-03
2.808175625743806904e+03,1.986387109555683772e-08,4.821421226116278476e-04,3.631419035318162337e-03
2.809352071334817992e+03,1.625424395983851467e-08,1.452796597586921801e-04,1.082164517041508955e-02
2.810528516925829535e+03,1.624786173868225917e-08,1.504209569714192764e-04,8.909418521714390984e-03
2.811704962516840624e+03,7.596801521791118393e-09,1.454898948505199121e-04,8.445052271339070771e-03
2.812881408107851712e+03,1.217794099690664823e-08,1.432355071254844754e-04,1.470905292070791119e-02
2.814057853698863255e+03,2.327992009282183254e-08,2.887328138062260070e-04,1.805261635371805881e-02
2.815234299289874343e+03,2.804913332060022480e-08,4.562378519351054313e-04,2.258259050507141485e-02
2.816410744880885431e+03,9.355814407614804620e-09,3.482825054747756941e-04,2.741601205364670862e-02
2.817587190471896520e+03,1.216431290782580796e-08,7.697532470761860902e-05,2.133872327271428906e-02
2.818763636062908063e+03,1.065815656032257677e-08,2.876755860301664913e-04,1.937604952766491459e-02
2.819940081653919151e+03,7.737311588486696522e-09,2.525250251739392395e-04,2.514387777967563853e-02
2.821116527244930239e+03,1.736670973957468066e-08,2.303922173568015831e-04,2.573173427099804955e-02
2.822292972835941782e+03,2.479176811027620548e-08,2.935616685565399530e-04,2.449381390178446277e-02
2.823469418426952871e+03,1.491325352268974851e-08,3.368535022217568797e-04,1.484525002005855285e-02
2.824645864017963959e+03,3.607525987950019768e-09,3.109492634523720401e-04,8.377663079274847574e-03
2.825822309608975502e+03,1.237960075758504931e-08,1.381944349168931203e-04,1.435919563585536310e-02
2.826998755199986590e+03,1.398879490284168092e-08,2.019132028604100188e-04,1.606963108309525379e-02
2.828175200790997678e+03,2.978481410204772233e-08,4.587806186336354703e-04,1.111242441326656949e-02
2.829351646382009221e+03,1.732723745295971906e-08,4.675633867503971655e-04,7.356943506045463682e-03
2.830528091973020310e+03,1.415390383868399767e-08,2.287205799280415887e-04,8.763628740373965997e-03
2.831704537564031398e+03,8.574037384196100521e-09,1.076720038445539562e-04,5.323122014567371191e-03
2.832880983155042486e+03,1.606251596684166861e-08,2.233773949575600646e-04,5.507019551314569668e-03
2.834057428746054029e+03,1.163458351035943219e-08,4.854683271137129287e-04,2.001727737866944648e-03
2.835233874337065117e+03,1.276875095002997627e-08,3.675422745403328492e-04,5.140220746464569009e-03
2.836410319928076206e+03,3.246391254340317156e-08,5.565067844933510458e-04,8.528481780026972783e-03
2.837586765519087749e+03,2.065229504077797262e-08,3.317590443361693314e-04,4.033834639128735210e-03
2.838763211110098837e+03,9.817448785329032298e-09,2.262430979917371429e-04,6.267888538984431844e-03
2.839939656701109925e+03,7.505837247990407463e-09,1.616311229878089812e-04,2.843583101782250818e-03
2.841116102292121468e+03,2.570181855117417463e-08,5.399553932331358896e-04,9.312527149466856558e-03
2.842292547883132556e+03,4.375743282281085369e-08,7.746838438207064199e-04,1.169847398026394210e-02
2.843468993474143645e+03,1.130266879494733829e-08,2.390880584209668881e-04,3.003905763822661227e-03
2.844645439065155188e+03,2.378436054195250346e-08,2.639639458141660616e-04,1.011511943541117120e-02
2.845821884656166276e+03,8.611301795222792892e-10,3.452632307598878735e-04,5.377032702231306430e-03
2.846998330247177364e+03,2.910977586512444440e-08,3.124716355875518654e-04,7.057390810745371203e-03
2.848174775838188907e+03,1.183238966232771318e-08,1.478084717598334059e-04,1.314467764330159126e-02
2.849351221429199995e+03,1.033006731569759555e-08,1.075231833939339573e-04,1.709451449497496542e-02
2.850527667020211084e+03,1.871675907559576972e-09,2.294455970223256431e-04,1.256139008013327542e-02
2.851704112611222627e+03,6.218447782944780974e-09,1.416052826161389843e-04,1.267992693993865751e-02
2.852880558202233715e+03,8.850700407165427007e-09,2.668601972107270811e-04,2.016154202922563338e-02
2.854057003793244803e+03,1.961663385127962142e-08,3.890908288743079790e-04,2.402966169917779282e-02
2.855233449384255891e+03,3.794214962192098562e-08,5.739337624105419209e-04,2.687784296334269629e-02
2.856409894975267434e+03,3.413266449282507432e-08,5.491123196290602360e-04,2.252498987555818719e-02
2.857586340566278523e+03,4.510278886909237241e-09,3.351195257175801335e-04,9.688960028329772489e-03
2.858762786157289611e+03,1.372315710812308929e-08,4.876337109775001654e-05,1.250536350938950998e-02
2.859939231748301154e+03,7.574919404616260858e-09,1.842176723857740406e-04,1.957350754285058433e-02
2.861115677339312242e+03,1.150139717375444998e-08,3.678030978782207620e-04,1.384757303158463439e-02
2.862292122930323330e+03,3.272624917404392410e-08,5.794050315391948260e-04,5.008938546663010971e-03
2.863468568521334873e+03,3.255056176017417251e-08,6.644093037183298111e-04,4.046842732378115766e-03
2.864645014112345962e+03,2.332604804068962510e-08,6.198891316877058657e-04,4.875178577894588063e-03
2.865821459703357050e+03,2.369087994197875098e-08,5.216822290332430922e-04,4.095120045822724791e-03
2.866997905294368593e+03,2.861959427888453625e-08,5.289690657860950064e-04,7.147138974226024434e-03
2.868174350885379681e+03,1.757506003007670676e-08,3.820652630415406520e-04,9.096337199374211063e-03
2.869350796476390769e+03,1.179539918389232577e-08,3.254265370383001396e-04,7.391891214339348613e-03
2.870527242067401858e+03,2.179799396621158023e-08,4.047471645961764840e-04,7.919000259991386750e-03
2.871703687658413401e+03,3.657058673000976370e-09,1.020089354432576886e-04,2.642468222022426299e-03
2.872880133249424489e+03,1.263770857759071122e-08,2.812350355035579523e-04,9.333176209430325831e-03
2.874056578840435577e+03,9.633177288669352336e-09,2.420365397365406156e-04,4.695731852797694304e-03
2.875233024431447120e+03,2.538625786200142135e-08,3.294408692978621723e-04,7.840945275203722647e-04
2.876409470022458208e+03,2.568013860039576970e-08,5.418159936388599555e-04,3.517666122707509974e-03
2.877585915613469297e+03,5.769742338390530336e-09,3.668699116331839544e-04,5.328960674569046879e-04
2.878762361204480840e+03,9.269057680885115357e-09,3.069241754029530442e-04,7.750188592997213702e-03
2.879938806795491928e+03,3.722787576402791133e-08,5.524764103193023938e-04,1.221416356683903068e-02
2.881115252386503016e+03,2.216246179753114893e-08,4.933589178196856519e-04,6.501646535160872029e-03
2.882291697977514559e+03,1.200028215693208260e-08,1.672297008679950365e-04,2.656921617657305532e-03
2.883468143568525647e+03,9.878939754951756400e-09,1.463230069066071102e-04,2.671760389743757687e-03
2.884644589159536736e+03,1.903104941120330379e-08,1.695287406119133839e-04,7.935414146519005271e-03
2.885821034750548279e+03,1.486269876179086860e-08,2.915093544576805636e-04,1.085068493927521943e-02
2.886997480341559367e+03,1.348422875508680951e-08,3.503588244804071734e-04,8.524696475852355793e-03
2.888173925932570455e+03,1.770861922524248941e-08,2.010273476461110341e-04,1.312725044627746987e-02
2.889350371523581998e+03,4.769575155340542825e-09,8.480351976347653251e-06,1.703790896569216951e-02
2.890526817114593086e+03,3.164459555655748498e-09,1.169272668409967683e-04,2.815110585076376418e-02
2.891703262705604175e+03,1.195436182313042026e-08,1.912244454494527797e-04,3.283555045299399455e-02
2.892879708296615263e+03,1.098139556203396621e-08,1.170514383513678735e-04,2.984363795560051463e-02
2.894056153887626806e+03,8.188168390653794796e-09,9.497362048289883943e-05,4.270753666804579657e-02
2.895232599478637894e+03,8.536937182702035868e-09,1.240637389954211663e-04,3.566438484854844715e-02
2.896409045069648982e+03,9.486001209696159947e-09,1.106616227239048478e-04,2.485502942936540505e-02
2.897585490660660525e+03,2.346015677048381676e-08,4.060156217502227261e-04,1.084398676505382055e-02
2.898761936251671614e+03,1.415172263945797190e-08,2.665258647442914595e-04,9.508954685691722170e-03
2.899938381842682702e+03,8.045161657007058206e-09,9.017878566108826000e-05,4.571101648606089134e-03
2.901114827433694245e+03,5.306764091946481098e-09,1.008666659664776358e-04,1.648893110530653960e-02
2.902291273024705333e+03,7.444992338690023050e-09,1.280540636401894766e-04,1.677246034259276611e-02
2.903467718615716421e+03,6.346963489311754098e-09,2.665736585356209831e-04,1.092791096263466891e-02
2.904644164206727964e+03,2.351998675939831338e-08,3.267542501826741744e-04,1.120362093136649875e-02
2.905820609797739053e+03,2.581629282998508715e-08,3.654901505762982823e-04,5.960543292702228345e-03
2.906997055388750141e+03,3.085077108355221589e-08,5.816572817329221119e-04,8.664467128028588080e-03
2.908173500979761229e+03,1.966164531622602988e-08,5.980255100304715998e-04,1.664814239816308876e-03
2.909349946570772772e+03,1.648482153239760342e-08,4.182168257065476324e-04,9.178827299572344875e-03
2.910526392161783861e+03,2.219666838375016295e-08,3.990137837458923326e-04,1.972257694975158415e-03
2.911702837752794949e+03,2.130903457718186567e-08,5.774497469833231311e-04,1.176068490045831250e-02
2.912879283343806492e+03,2.004667989108064345e-08,4.206032065827290840e-04,7.182640141835065946e-03
2.914055728934817580e+03,2.162179322074181218e-08,4.675468541656021800e-04,1.027946996549131825e-02
2.915232174525828668e+03,2.658496776398847943e-08,6.748438590357145814e-04,1.122755189536367784e-02
2.916408620116840211e+03,1.422588854846489126e-08,3.681330966350640803e-04,4.423714981776099252e-03
2.917585065707851300e+03,1.976456970638738491e-08,4.206028732800131450e-04,1.543761143741449217e-02
2.918761511298862388e+03,2.073451081091206700e-08,6.991643454202303449e-04,1.690146368361377174e-02
2.919937956889873931e+03,1.078914890668467418e-08,2.299868376216141353e-04,1.363381092875583928e-02
2.921114402480885019e+03,9.750294329880135220e-09,1.912230944155301311e-04,1.361049944039966104e-02
2.922290848071896107e+03,1.451749955069234172e-08,1.256410097806773924e-04,6.363277918672798072e-03
2.923467293662907650e+03,1.568643711757191456e-08,3.988138691411701993e-04,1.540968393138216624e-02
2.924643739253918739e+03,3.608318851722520422e-08,3.512449847797230592e-04,1.601837935155168632e-02
2.925820184844929827e+03,2.289933905283825040e-08,1.113152998922198767e-04,1.627595806560749522e-02
2.926996630435941370e+03,2.556175333918798589e-08,1.697040639755491829e-04,3.218532526633487156e-02
2.928173076026952458e+03,3.706582662978605602e-08,4.150461781977755698e-04,3.966810702244094600e-02
2.929349521617963546e+03,3.315284750290696596e-08,2.172687559037419244e-04,3.017821268404241933e-02
2.930525967208974635e+03,3.735533016351405119e-08,4.710931738050649692e-04,4.876981802560206164e-02
2.931702412799986178e+03,3.734674505868887304e-08,5.591547259707508200e-04,3.197768957469893786e-02
2.932878858390997266e+03,2.515900676138061407e-08,4.051833939306251939e-04,9.820344844084335362e-03
2.934055303982008354e+03,1.606824406008129471e-08,3.062500872764934226e-04,1.496321070399349133e-02
2.935231749573019897e+03,2.633292002727119280e-09,2.054544198755735068e-04,1.940631544775926406e-02
2.936408195164030985e+03,1.371870136216421721e-08,2.170750078051559401e-04,1.116816015225269645e-02
2.937584640755042074e+03,2.088366690423042826e-08,2.672603149326776596e-04,6.696837118234041236e-03
2.938761086346053617e+03,2.128166247912478520e-08,3.684983180612326601e-04,1.471999051149858358e-02
2.939937531937064705e+03,4.721937484632248938e-09,1.656039437959396280e-04,1.534417061926233311e-02
2.941113977528075793e+03,4.232015798220194702e-09,1.958693864218331621e-04,1.454671302140594230e-02
2.942290423119087336e+03,6.981483108502629142e-09,2.246063373539712799e-04,8.225332286730415582e-03
2.943466868710098424e+03,2.690626611827115247e-08,5.861383877066696571e-04,5.788943292849259986e-03
2.944643314301109513e+03,3.253758494453150481e-08,6.728309620054402813e-04,9.132983417854312683e-03
2.945819759892120601e+03,3.489416262766179008e-08,6.109500251868622226e-04,1.255176914396929563e-02
2.946996205483132144e+03,4.805897662391022758e-08,1.091242652170153682e-03,1.058199902096557295e-02
2.948172651074143232e+03,1.828679646022917258e-08,5.367139533945054558e-04,6.792230163823221277e-03
2.949349096665154320e+03,1.321062325427245717e-08,2.931655335575048893e-04,1.225661633105344130e-02
2.950525542256165863e+03,2.245027044058672123e-08,3.979941067817733494e-04,6.978315646079469997e-03
2.951701987847176952e+03,2.067970270827828468e-08,4.883446255603871673e-04,9.653246623831107306e-03
2.952878433438188040e+03,7.239741880460601217e-09,6.618106009443760021e-05,1.188838823403305829e-02
2.954054879029199583e+03,1.563244618854416451e-08,1.754353400020934996e-04,1.907090857539331386e-02
2.955231324620210671e+03,5.870128160828959823e-09,3.545743284809377326e-04,2.249356389770114026e-02
2.956407770211221759e+03,3.087130695513284433e-08,5.694490984659399124e-04,1.594242931561526411e-02
2.957584215802233302e+03,3.136790190533170203e-08,5.176771238296658381e-04,1.164839543448497119e-02
2.958760661393244391e+03,2.777559370616313536e-08,5.453630569447584682e-04,1.010887960786970886e-02
2.959937106984255479e+03,1.013675887946337612e-08,2.169938816014111641e-04,1.232240262521623435e-02
2.961113552575267022e+03,1.864014611444882573e-08,1.665840484308389049e-04,1.771249598323212243e-02
2.962289998166278110e+03,1.677843169511519083e-08,1.691327841003626884e-04,1.688771177729475256e-02
2.963466443757289198e+03,1.749459341233387662e-08,1.890427406746669683e-04,3.057796153823233096e-02
2.964642889348300741e+03,3.150002703931652599e-08,2.442609811466566459e-04,2.714160403523620951e-02
2.965819334939311830e+03,3.393234121045898278e-08,2.935787757274094050e-04,1.040129316837936323e-02
2.966995780530322918e+03,1.562161546233338522e-08,2.748503635300344030e-04,3.495564881849570760e-02
2.968172226121334006e+03,7.283270322254936118e-09,2.757172965047203291e-04,4.162141075518938776e-02
2.969348671712345549e+03,1.232541261148774739e-08,4.107353178783585269e-04,2.551938565590337535e-02
2.970525117303356637e+03,2.969788378976188132e-08,5.618948884360464762e-04,1.694147171135110611e-02
2.971701562894367726e+03,3.504253795753307326e-08,4.569023040473268365e-04,1.411046171494003895e-02
2.972878008485379269e+03,2.809279543395707088e-08,2.366534635724645938e-04,1.850384407563085074e-02
2.974054454076390357e+03,2.955439856218919616e-08,2.714065830558235349e-04,1.878365926733355229e-02
2.975230899667401445e+03,1.980362957809376681e-08,4.067851505951909966e-04,9.178167470456632948e-03
2.976407345258412988e+03,7.347065639560452724e-09,2.959027628646017979e-04,5.278052955413059522e-03
2.977583790849424076e+03,5.792365396963462682e-09,3.264496798307764489e-04,1.009075109593359464e-02
2.978760236440435165e+03,3.033250125675251526e-08,9.455385774743425408e-04,1.969054254749120006e-02
2.979936682031446708e+03,5.173741334525948141e-08,9.357930554988616676e-04,2.208696827881632269e-02
2.981113127622457796e+03,5.250412620066122373e-08,8.050663665502504453e-04,1.613852808339615377e-02
2.982289573213468884e+03,7.913137547548418767e-08,1.488486187881791524e-03,2.702457252874317095e-02
2.983466018804479972e+03,1.512546408708413274e-07,3.909838203158109808e-03,7.810236515751596553e-02
2.984642464395491515e+03,2.312066942714946684e-07,5.421813296566536239e-03,1.050957082455391267e-01
2.985818909986502604e+03,1.744002553803193535e-07,4.236060305854490865e-03,8.768657152135320154e-02
2.986995355577513692e+03,8.698606540633347695e-08,2.156862590957247389e-03,5.999226619357733714e-02
2.988171801168525235e+03,7.732831767269985647e-08,1.769624892800418471e-03,3.318221805603886049e-02
2.989348246759536323e+03,4.640759025836320988e-08,1.121384663497053315e-03,1.604556712441350397e-02
2.990524692350547411e+03,2.059856382641381714e-08,4.805721546372541931e-04,5.493757110509076003e-03
2.991701137941558954e+03,2.968369604197156980e-08,6.627142860304464098e-04,1.909637530929682303e-02
2.992877583532570043e+03,3.961365914060099777e-08,8.562247129181232378e-04,2.344806812541358129e-02
2.994054029123581131e+03,3.960619288524343639e-08,8.517016850948588369e-04,2.324921601970256560e-02
2.995230474714592674e+03,4.549131162236255679e-08,9.447937452508319445e-04,2.723931806277752818e-02
2.996406920305603762e+03,3.596370689073530368e-08,7.700746540296507904e-04,2.392011528848194540e-02
2.997583365896614850e+03,1.709345642535975235e-08,3.835995130754344448e-04,1.856054597786672630e-02
2.998759811487626394e+03,1.533049480052917178e-08,4.011397538791399505e-04,1.396952626809561636e-02
2.999936257078637482e+03,4.210436135308341126e-09,4.270654086081298803e-04,3.117771846597714239e-02
3.001112702669648570e+03,2.057130033328617548e-08,3.930451491735903794e-04,3.555989177880585633e-02
3.002289148260660113e+03,2.429395533824073806e-08,2.341370928429612223e-04,2.514574669122609032e-02
3.003465593851671201e+03,1.678259445290399561e-08,4.553967902733827597e-05,3.447113374057174384e-02
3.004642039442682290e+03,2.103736071740591086e-08,3.171962313768264476e-04,3.600906889366507074e-02
3.005818485033693378e+03,2.858188977663098589e-09,4.101905391158168772e-04,2.325402815928345399e-02
3.006994930624704921e+03,1.354984927378056215e-08,3.140862360067322111e-04,8.256578554477160894e-03
3.008171376215716009e+03,2.017840407813985827e-08,3.934090570487151989e-04,8.083019663861507748e-03
3.009347821806727097e+03,2.515391855862107268e-08,4.055026100434117498e-04,8.266807340744879509e-03
3.010524267397738640e+03,2.125984781357531192e-08,2.173215161521434345e-04,8.330341469048969591e-03
3.011700712988749729e+03,3.188038242558987886e-08,4.332750451290952320e-04,3.259484539670432467e-03
3.012877158579760817e+03,2.171348460320419617e-08,4.977432411991789376e-04,4.744453229267207688e-03
3.014053604170772360e+03,5.398861460925965414e-09,2.710860326015708294e-04,8.579395239063595385e-03
3.015230049761783448e+03,4.021471232325316443e-09,2.905398306284043058e-04,6.777439698669367706e-03
3.016406495352794536e+03,1.822591204634633312e-08,4.159426082611277008e-04,8.624719525461958108e-03
3.017582940943806079e+03,2.746727950666157513e-08,5.566971986100711922e-04,1.571129933697063691e-02
3.018759386534817168e+03,1.662788289019945074e-08,3.786822244641357862e-04,7.416312797592436966e-03
3.019935832125828256e+03,5.911270037478845321e-08,1.450010956290565889e-03,2.134937706611512304e-02
3.021112277716839344e+03,6.329589661797303652e-08,1.575868958063387105e-03,5.811062989991903210e-03
3.022288723307850887e+03,5.849006253030518255e-08,1.378554474036200852e-03,2.512604773888288054e-02
3.023465168898861975e+03,4.326530604712489861e-08,1.092664507783782605e-03,1.864726190161581851e-02
3.024641614489873064e+03,3.970567106280564280e-08,7.725245281466429749e-04,1.246238008821265106e-02
3.025818060080884607e+03,4.003810647036051239e-09,4.007809838887728578e-04,7.150578376781133519e-03
3.026994505671895695e+03,1.484325653846511610e-08,2.871363739368911730e-04,8.512024008654453869e-03
3.028170951262906783e+03,3.560211425937336019e-08,5.935160861384536704e-04,1.525942094753339300e-02
3.029347396853918326e+03,2.866769828781022358e-08,6.252233843979796476e-04,1.551647239480668551e-02
3.030523842444929414e+03,7.234058617570629056e-09,3.958071066404784304e-04,6.839743765765599059e-03
3.031700288035940503e+03,8.604652449559955644e-09,1.541850074210621255e-04,7.141463375840840025e-03
3.032876733626952046e+03,7.918266395388928707e-09,5.754974374251751112e-05,1.449068650372932303e-02
3.034053179217963134e+03,1.158380491476423629e-08,6.263776093455405882e-05,1.219297197702875514e-02
3.035229624808974222e+03,1.205910352844627860e-08,3.660994071288820322e-05,1.455493325922999071e-02
3.036406070399985765e+03,1.242175164018861528e-08,2.841058593595540218e-05,2.118981354079044893e-02
3.037582515990996853e+03,5.150050368855197551e-09,1.616390877912623396e-04,2.417787421940098894e-02
3.038758961582007942e+03,4.100271219630760226e-09,6.065850405564821436e-05,1.924758347262198188e-02
3.039935407173019485e+03,7.772750434760223129e-09,1.406042710190827838e-04,1.052321419469662116e-02
3.041111852764030573e+03,1.126842039357828296e-08,2.136143251097492261e-04,1.044269548046914894e-02
3.042288298355041661e+03,1.152102037570283604e-08,3.273730124880089428e-04,1.927555204019420348e-02
3.043464743946052749e+03,1.515297560697170792e-09,1.229169012715998998e-04,2.488891642422309466e-02
3.044641189537064292e+03,1.964847051296518532e-09,9.270167687588926064e-05,1.435264380673014623e-02
3.045817635128075381e+03,3.719716675959175713e-09,1.072630420879971291e-04,9.531907266144858809e-03
3.046994080719086469e+03,4.799346458848775441e-09,4.572677472155976081e-05,1.065850506863465219e-02
3.048170526310098012e+03,4.200036520878433666e-09,1.307312382143053294e-04,1.251885825571612786e-02
3.049346971901109100e+03,1.177196351933195479e-08,9.855222974232877276e-05,1.168694985026421003e-02
3.050523417492120188e+03,1.818891620890389259e-08,2.283774093111137153e-04,1.102087934737942636e-02
3.051699863083131731e+03,3.746527722176758935e-09,4.264018249612565596e-04,1.100625902794955500e-02
3.052876308674142820e+03,2.778208318912197965e-08,2.634140728045593740e-04,3.516080192581678889e-03
3.054052754265153908e+03,1.934712323697005731e-08,4.693369201599374967e-04,1.763715965423887436e-02
3.055229199856165451e+03,1.677875373492824082e-08,4.254082793323329839e-04,1.800404056712796852e-02
3.056405645447176539e+03,4.104975988511097550e-08,5.089884519419742275e-04,1.194632186514157229e-02
3.057582091038187627e+03,3.859081069829257561e-08,1.442760921521373495e-03,2.428454339849676902e-02
3.058758536629198716e+03,8.699369783042017345e-08,1.855249543534223493e-03,1.995494608704176387e-02
3.059934982220210259e+03,5.677761346710665486e-08,1.560775233665974947e-03,2.152373042022177191e-02
3.061111427811221347e+03,4.880725577136836769e-08,1.243450119896339712e-03,1.299334415084227312e-02
3.062287873402232435e+03,3.400596860803428633e-08,7.167198658311522107e-04,1.659086067485956301e-02
3.063464318993243978e+03,1.220116255932610827e-08,4.051022908933842623e-04,1.241708800860941500e-02
3.064640764584255066e+03,2.380691845326646081e-08,5.935267861707263200e-04,6.682892042904931516e-03
3.065817210175266155e+03,2.773992556448422783e-08,6.592017811038696200e-04,5.143517066436075619e-03
3.066993655766277698e+03,2.259051067967515802e-08,4.960790641114837729e-04,6.433859404750917783e-03
3.068170101357288786e+03,1.736176710358209945e-08,3.324925777576609280e-04,6.232582366206008626e-03
3.069346546948299874e+03,2.262755109192711761e-08,4.191867338992239932e-04,7.719810588848933066e-04
3.070522992539311417e+03,2.482836562598925363e-08,3.782271581605694080e-04,1.099607187165152662e-02
3.071699438130322505e+03,1.950149963434921177e-08,1.918064421395127592e-04,1.331795590516631975e-02
3.072875883721333594e+03,2.185161851575292540e-08,2.343272815763977179e-04,2.207137237339123342e-02
3.074052329312345137e+03,1.637482835725433105e-08,1.872040508634762780e-04,1.785154629218092814e-02
3.075228774903356225e+03,7.149639467213853090e-09,7.178119550386787852e-05,2.624845191309902945e-02
3.076405220494367313e+03,9.517811020890182235e-09,1.113828518871628608e-04,1.451543426354446296e-02
3.077581666085378856e+03,6.004799807455194941e-09,7.836597191362939705e-05,9.272025844560488964e-03
3.078758111676389944e+03,1.476613554949665964e-08,3.182172372785317628e-04,1.138545146786365363e-02
3.079934557267401033e+03,7.247905570679935806e-09,3.094229197937515869e-04,5.337905756949794071e-03
3.081111002858412121e+03,8.123377734461981118e-09,1.219620538700227094e-04,9.377172756494182859e-03
3.082287448449423664e+03,9.629878866671629502e-09,2.241794480286766816e-04,2.186763655674237548e-03
3.083463894040434752e+03,5.275340881835157156e-09,1.895048224995675120e-04,7.893337392847147443e-03
3.084640339631445840e+03,9.817285160448997015e-09,2.277118564129085418e-04,6.744029533609884053e-03
3.085816785222457383e+03,1.417010549746924195e-08,2.215719474449413730e-04,8.411565028970934346e-03
3.086993230813468472e+03,1.457775502764676784e-08,1.464992473663630375e-04,3.791446189065877069e-03
3.088169676404479560e+03,1.667584614943792713e-08,1.761819061126257673e-04,1.093069191605961291e-02
3.089346121995491103e+03,9.762414011252967981e-09,3.059821686616588025e-04,1.456576729427184504e-02
3.090522567586502191e+03,1.416971603189819799e-08,4.166720912456677440e-04,9.975915651037964987e-03
3.091699013177513280e+03,2.212499115134354406e-08,2.593265133506057209e-04,6.656512677196807157e-03
3.092875458768524823e+03,1.304158740406302125e-08,6.371041119906874391e-04,1.954885628904594677e-02
3.094051904359535911e+03,6.758009024036098687e-08,1.340060666659732965e-03,2.275405016367479383e-02
3.095228349950546999e+03,5.245519479440752925e-08,1.403566382090021703e-03,1.291989597362589760e-02
3.096404795541558087e+03,6.492503044856307608e-08,1.692606965639259020e-03,1.178407267788041807e-02
3.097581241132569630e+03,8.358775570158393540e-08,1.711875257473564026e-03,1.915027625447680501e-02
3.098757686723580719e+03,2.803181926763639255e-08,1.091251331241480538e-03,1.755965987909166234e-02
3.099934132314591807e+03,2.100150515987546645e-08,3.575174672705317964e-04,7.804493289997273611e-03
3.101110577905603350e+03,1.766006414874275536e-08,2.961545084424993903e-04,3.139851066344629370e-03
3.102287023496614438e+03,1.502637492936908115e-08,4.391305106076884334e-04,6.898548640221678629e-03
